Merge Sort,3000,0.0082
Counting Sort,5000,0.0082
Counting Sort,50000,0.0082
Counting Sort,500000,0.0082
Counting Sort,30,0.0
Counting Sort,300,0.0001
Counting Sort,3000,0.0009
Counting Sort,30,0.0
Counting Sort,300,0.0001
Counting Sort,3000,0.0008
Selection Sort,30,0.0
Selection Sort,300,0.0023
Selection Sort,3000,0.2024
Selection Sort,30,0.0
Selection Sort,300,0.0023
Selection Sort,3000,0.23
Selection Sort,30,0.0
Selection Sort,300,0.0022
Selection Sort,3000,0.1989
Selection Sort,30,0.0
Selection Sort,300,0.0022
Selection Sort,3000,0.2324
Selection Sort,30,0.0
Selection Sort,300,0.0021
Selection Sort,3000,0.2186
Merge Sort,5000,0.2186
Merge Sort,50000,0.2186
Merge Sort,500000,0.2186
Merge Sort,5000,0.0124
Merge Sort,50000,0.1487
Merge Sort,500000,1.7691
Merge Sort,5000,0.0148
Merge Sort,50000,0.1462
Merge Sort,500000,1.7368
Counting Sort,5000,1.7368
Counting Sort,50000,1.7368
Counting Sort,500000,1.7368
Counting Sort,5000,0.0016
Counting Sort,50000,0.0182
Counting Sort,500000,0.2473
Counting Sort,5000,0.0016
Counting Sort,50000,0.017
Counting Sort,500000,0.2528
Selection Sort,1,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0004
Selection Sort,1,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0004
Merge Sort,1,0.0004
Merge Sort,10,0.0004
Merge Sort,100,0.0004
Merge Sort,1,0.0
Merge Sort,10,0.0
Merge Sort,100,0.0003
Merge Sort,1,0.0
Merge Sort,10,0.0
Merge Sort,100,0.0004
Counting Sort,1,0.0004
Counting Sort,10,0.0004
Counting Sort,100,0.0004
Counting Sort,1,0.0
Counting Sort,10,0.0
Counting Sort,100,0.0001
Counting Sort,1,0.0
Counting Sort,10,0.0
Counting Sort,100,0.0001
Selection Sort,1,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0002
Selection Sort,1,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0003
Merge Sort,10,0.0003
Merge Sort,100,0.0003
Merge Sort,1000,0.0003
Merge Sort,10,0.0
Merge Sort,100,0.0004
Merge Sort,1000,0.0045
Merge Sort,10,0.0
Merge Sort,100,0.0004
Merge Sort,1000,0.0045
Counting Sort,1,0.0045
Counting Sort,10,0.0045
Counting Sort,100,0.0045
Counting Sort,1,0.0
Counting Sort,10,0.0
Counting Sort,100,0.0001
Counting Sort,1,0.0
Counting Sort,10,0.0
Counting Sort,100,0.0001
Selection Sort,1,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0004
Selection Sort,1,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0004
Merge Sort,10,0.0004
Selection Sort,1,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0002
Selection Sort,1,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0003
Merge Sort,10,0.0003
Merge Sort,100,0.0003
Merge Sort,1000,0.0003
Merge Sort,10,0.0
Merge Sort,100,0.0003
Merge Sort,1000,0.0038
Merge Sort,10,0.0
Merge Sort,100,0.0003
Merge Sort,1000,0.0043
Counting Sort,1,0.0043
Counting Sort,10,0.0043
Counting Sort,100,0.0043
Counting Sort,1,0.0
Counting Sort,10,0.0
Counting Sort,100,0.0001
Counting Sort,1,0.0
Counting Sort,10,0.0
Counting Sort,100,0.0001
Selection Sort,10,0.0
Selection Sort,100,0.0002
Selection Sort,1000,0.0246
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.0245
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.023
Merge Sort,10,0.023
Merge Sort,100,0.023
Merge Sort,1000,0.023
Merge Sort,10,0.0
Merge Sort,100,0.0002
Merge Sort,1000,0.0023
Merge Sort,10,0.0
Merge Sort,100,0.0003
Merge Sort,1000,0.0035
Counting Sort,1,0.0035
Counting Sort,10,0.0035
Counting Sort,100,0.0035
Counting Sort,1,0.0
Counting Sort,10,0.0
Counting Sort,100,0.0
Counting Sort,1,0.0
Counting Sort,10,0.0
Counting Sort,100,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.026
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.0253
Selection Sort,10,0.0
Selection Sort,100,0.0002
Selection Sort,1000,0.0229
Merge Sort,10,0.0229
Merge Sort,100,0.0229
Merge Sort,1000,0.0229
Merge Sort,10,0.0
Merge Sort,100,0.0002
Merge Sort,1000,0.002
Merge Sort,10,0.0
Merge Sort,100,0.0002
Merge Sort,1000,0.002
Counting Sort,1,0.002
Counting Sort,10,0.002
Counting Sort,100,0.002
Counting Sort,1,0.0
Counting Sort,10,0.0
Counting Sort,100,0.0
Counting Sort,1,0.0
Counting Sort,10,0.0
Counting Sort,100,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.023
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.0245
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.0227
Merge Sort,10,0.0227
Merge Sort,100,0.0227
Merge Sort,1000,0.0227
Merge Sort,10,0.0
Merge Sort,100,0.0002
Merge Sort,1000,0.0022
Merge Sort,10,0.0
Merge Sort,100,0.0002
Merge Sort,1000,0.0029
Counting Sort,1,0.0029
Selection Sort,10,0.0
Selection Sort,100,0.0004
Selection Sort,1000,0.0259
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.0249
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.023
Merge Sort,10,0.023
Merge Sort,100,0.023
Merge Sort,1000,0.023
Merge Sort,10,0.0
Merge Sort,100,0.0002
Merge Sort,1000,0.0022
Merge Sort,10,0.0
Merge Sort,100,0.0003
Merge Sort,1000,0.0034
Counting Sort,1,0.0034
Counting Sort,10,0.0034
Counting Sort,100,0.0034
Counting Sort,1,0.0
Counting Sort,10,0.0
Counting Sort,100,0.0001
Counting Sort,1,0.0
Counting Sort,10,0.0
Counting Sort,100,0.0001
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.0239
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.0245
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.0228
Merge Sort,10,0.0228
Merge Sort,100,0.0228
Merge Sort,1000,0.0228
Merge Sort,10,0.0
Merge Sort,100,0.0002
Merge Sort,1000,0.0027
Merge Sort,10,0.0
Merge Sort,100,0.0002
Merge Sort,1000,0.0026
Counting Sort,1,0.0026
Counting Sort,10,0.0026
Counting Sort,100,0.0026
Counting Sort,1,0.0
Counting Sort,10,0.0
Counting Sort,100,0.0001
Counting Sort,1,0.0
Counting Sort,10,0.0
Counting Sort,100,0.0001
Selection Sort,10,0.0
Selection Sort,100,0.0002
Selection Sort,1000,0.0251
Selection Sort,10000,2.1884
Selection Sort,10,0.0
Selection Sort,100,0.0002
Selection Sort,1000,0.0233
Selection Sort,10000,2.1867
Selection Sort,1,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0002
Selection Sort,1000,0.0262
Selection Sort,1,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.0273
Selection Sort,1,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.0228
Merge Sort,1,0.0228
Merge Sort,10,0.0228
Merge Sort,100,0.0228
Merge Sort,1,0.0
Merge Sort,10,0.0
Merge Sort,100,0.0003
Merge Sort,1,0.0
Merge Sort,10,0.0
Merge Sort,100,0.0002
Counting Sort,1,0.0002
Counting Sort,10,0.0002
Counting Sort,100,0.0002
Counting Sort,1,0.0
Counting Sort,10,0.0
Counting Sort,100,0.0
Counting Sort,1,0.0
Counting Sort,10,0.0
Counting Sort,100,0.0001
Selection Sort,1,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.0276
Selection Sort,1,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.0275
Selection Sort,1,0.0
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.0249
Merge Sort,1,0.0249
Merge Sort,10,0.0249
Merge Sort,100,0.0249
Merge Sort,1000,0.0249
Merge Sort,1,0.0
Merge Sort,10,0.0
Merge Sort,100,0.0003
Merge Sort,1000,0.0036
Merge Sort,1,0.0
Merge Sort,10,0.0
Merge Sort,100,0.0003
Merge Sort,1000,0.0037
Counting Sort,1,0.0037
Counting Sort,10,0.0037
Counting Sort,100,0.0037
Counting Sort,1000,0.0037
Counting Sort,1,0.0
Counting Sort,10,0.0
Counting Sort,100,0.0
Counting Sort,1000,0.0004
Counting Sort,1,0.0
Counting Sort,10,0.0
Counting Sort,100,0.0
Counting Sort,1000,0.0004
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.0248
Selection Sort,10000,2.2309
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.0245
Selection Sort,10000,2.6434
Selection Sort,10,0.0
Selection Sort,100,0.0003
Selection Sort,1000,0.0228
Selection Sort,10000,2.4961
Merge Sort,10,2.4961
Merge Sort,100,2.4961
Merge Sort,1000,2.4961
Merge Sort,10000,2.4961
Merge Sort,10,0.0
Merge Sort,100,0.0002
Merge Sort,1000,0.0022
Merge Sort,10000,0.0266
Merge Sort,10,0.0
Merge Sort,100,0.0002
Merge Sort,1000,0.0023
Merge Sort,10000,0.0261
Counting Sort,10,0.0261
Counting Sort,100,0.0261
Counting Sort,1000,0.0261
Counting Sort,10000,0.0261
Counting Sort,10,0.0
Counting Sort,100,0.0
Counting Sort,1000,0.0004
Counting Sort,10000,0.004
Counting Sort,10,0.0
Counting Sort,100,0.0
Counting Sort,1000,0.0004
Counting Sort,10000,0.0047
Selection Sort,10,1.1e-05
Selection Sort,100,0.000275
Selection Sort,1000,0.026229
Selection Sort,10000,2.182771
Selection Sort,10,1.3e-05
Selection Sort,100,0.000282
Selection Sort,1000,0.024372
Selection Sort,10000,2.623386
Selection Sort,10,1.2e-05
Selection Sort,100,0.000262
Selection Sort,1000,0.022708
Selection Sort,10000,2.454526
Merge Sort,10,2.4545
Merge Sort,100,2.4545
Merge Sort,1000,2.4545
Merge Sort,10000,2.4545
Merge Sort,10,0.0
Merge Sort,100,0.0002
Merge Sort,1000,0.0023
Merge Sort,10000,0.0274
Merge Sort,10,0.0
Merge Sort,100,0.0002
Merge Sort,1000,0.0024
Merge Sort,10000,0.0284
Counting Sort,10,0.028448
Counting Sort,100,0.028448
Counting Sort,1000,0.028448
Counting Sort,10000,0.028448
Counting Sort,10,1.2e-05
Counting Sort,100,3.5e-05
Counting Sort,1000,0.000425
Counting Sort,10000,0.004396
Counting Sort,10,9e-06
Counting Sort,100,3.8e-05
Counting Sort,1000,0.000362
Counting Sort,10000,0.004014
Selection Sort,10,1.2e-05
Selection Sort,100,0.000289
Selection Sort,1000,0.026583
Selection Sort,10000,2.259496
Selection Sort,10,1.3e-05
Selection Sort,100,0.000284
Selection Sort,1000,0.024501
Selection Sort,10000,2.714925
Selection Sort,10,1.3e-05
Selection Sort,100,0.000266
Selection Sort,1000,0.022911
Selection Sort,10000,2.557719
Merge Sort,10,2.5577
Merge Sort,100,2.5577
Merge Sort,1000,2.5577
Merge Sort,10000,2.5577
Merge Sort,10,0.0
Merge Sort,100,0.0002
Merge Sort,1000,0.0024
Merge Sort,10000,0.0272
Merge Sort,10,0.0
Merge Sort,100,0.0002
Merge Sort,1000,0.0022
Merge Sort,10000,0.0267
Counting Sort,10,0.026678
Counting Sort,100,0.026678
Counting Sort,1000,0.026678
Counting Sort,10000,0.026678
Counting Sort,10,1e-05
Counting Sort,100,5.3e-05
Counting Sort,1000,0.000459
Counting Sort,10000,0.005
Counting Sort,10,1.4e-05
Counting Sort,100,4.8e-05
Counting Sort,1000,0.000457
Counting Sort,10000,0.004979
Selection Sort,10,1.7e-05
Selection Sort,100,0.000291
Selection Sort,1000,0.0246
Selection Sort,10000,2.184449
Selection Sort,10,1.3e-05
Selection Sort,100,0.000284
Selection Sort,1000,0.02456
Selection Sort,10000,2.626697
Selection Sort,10,1.1e-05
Selection Sort,100,0.000257
Selection Sort,1000,0.022811
Selection Sort,10000,2.459495
Merge Sort,10,2.4595
Merge Sort,100,2.4595
Merge Sort,1000,2.4595
Merge Sort,10000,2.4595
Merge Sort,10,0.0
Merge Sort,100,0.0002
Merge Sort,1000,0.0024
Merge Sort,10000,0.028
Merge Sort,10,0.0
Merge Sort,100,0.0002
Merge Sort,1000,0.0023
Merge Sort,10000,0.0276
Counting Sort,10,0.027595
Counting Sort,100,0.027595
Counting Sort,1000,0.027595
Counting Sort,10000,0.027595
Counting Sort,10,1.1e-05
Counting Sort,100,5.4e-05
Counting Sort,1000,0.000434
Counting Sort,10000,0.004945
Counting Sort,10,1.5e-05
Counting Sort,100,4.9e-05
Counting Sort,1000,0.000434
Counting Sort,10000,0.004819
Selection Sort,10,1e-05
Selection Sort,100,0.00026
Selection Sort,1000,0.02567
Selection Sort,10000,2.20912
Selection Sort,10,1e-05
Selection Sort,100,0.0003
Selection Sort,1000,0.02508
Selection Sort,10000,2.68572
Selection Sort,10,1e-05
Selection Sort,100,0.00028
Selection Sort,1000,0.02337
Selection Sort,10000,2.54328
Merge Sort,10,2.5433
Merge Sort,100,2.5433
Merge Sort,1000,2.5433
Merge Sort,10000,2.5433
Merge Sort,10,0.0
Merge Sort,100,0.0002
Merge Sort,1000,0.0023
Merge Sort,10000,0.0272
Merge Sort,10,0.0
Merge Sort,100,0.0002
Merge Sort,1000,0.0022
Merge Sort,10000,0.0266
Counting Sort,10,0.02657
Counting Sort,100,0.02657
Counting Sort,1000,0.02657
Counting Sort,10000,0.02657
Counting Sort,10,1e-05
Counting Sort,100,5e-05
Counting Sort,1000,0.00045
Counting Sort,10000,0.00497
Counting Sort,10,1e-05
Counting Sort,100,5e-05
Counting Sort,1000,0.00046
Counting Sort,10000,0.00485
